message_key,message_text
1f6a608c2004e35a,@Steph Schaller For up leveling our experimentation with QBES and bringing your wealth of knowledge to the team!  :taco: :taco: :taco: :taco: :taco:
fff25baf7112ae8f,"belated tacos to @Jessica Cirlincuina for BI Olympics. Sorry, I spent all my tacos on Sean yesterday :taco::taco::taco::taco::taco:"
daa0837b516b8b8e,Kudos to @Anoush Kabalyan and @Jessica Cirlincuina for making extraordinary efforts to accomodate requests from an especially demanding :intuit: stakeholder - it's clear you both take so much pride in your work and have put a lot of time into make the impossible somewhat possible for ICS :sweat_smile: I also appreciate the thought you've put into rescoping some of this work so we're able to get Marc ramped up on his first ICS work stream and they'll have a clear picture of when they'll be ready to cutover to this new :qlik-cowboy: dashboard ! :taco:
c6e0073cd2767d1a,"Hey <!channel! reminder that we have some new redemption options in the Taco Shop: <https://www.heytaco.chat/rewards\n\nHow do you redeem? When you earn tacos (for being an awesome team member, getting a client shoutout, having a birthday or anniversary to celebrate - people give you tacos!) you can redeem them for donations to one of the several 501c3 charitable organizations we have posted. We recently introduced a few new ones, so please go take a look and see if anything strikes your fancy :money_srgrafo:\n\n• Big Brothers Big Sisters KC - Bowl for Kids’ Sake (a group taco reward for a $50 donation!)\n• Maitri Compassionate Care - an org close to the heart of our Sephora client (recommended by @Hannah Alexander) with an incredible mission to provide compassionate residential care for people in need of hospice or 24-hour medical care, and strive to provide care that is dignified, nonjudgmental, and unconditional.\n• The Loveland Foundation - brings opportunity and healing to communities of color, and especially to Black women and girls. Through fellowships, residency programs, listening tours, and more, they seek to contribute to both the empowerment and the liberation of the communities they serve."
2b0485f27352b061,:partying_face: _Happy Concord Anniversary_ :partying_face:\n\nThank you for being such an amazing part of all that we do!\n\n• @Jonathan Henry (USA) - 13 years\n• Subhash Murugan (India) - 4 years\n• Sreedharan P Namboodiry (India) - 4 years\n• @Maya Tanovska (Bulgaria) - 4 years\n• @Geetanjali Pendharkar (India) - 4 years\n• @Asen Stoyanov (Bulgaria) - 4 years
07a8a616920bebca,Kudos to you all for sharing some great demos during our sprint review today with the Data team and leaders at Winnebago! @Abhiram Nannapaneni @andy.devitt @Alex Gunnerson @Sai Sundar :taco:
8429f88d142a3d1e,"Tacos for @Liz King for leading our :quickbooks-qb-cowboy: ELM Experimentation kickoff call today, it's clear our stakeholders think highly of you from your previous work together - way to start the new FY on a good note :crown::taco::taco:"
f4bcd568760e4558,Right back at ya @Jenn Buscarello! :taco:
016c7081743cf4c7,"<#C03DKUD6ZS8|kudos> to @John Carney &amp; @Michael J. Engro for putting together an excellent statement of work for Amerihealth and leading a great call to get traction on AI at Amerihealth :taco: The client complimented that the plan, the deliverables, and the value were clear in the write-up :raised_hands:"
75c007d165351df4,:birthday: _HAPPY BIRTHDAY_ :birthday:\n\nWishing you the best on your birthday and everything good in the year ahead!\n\n• @Lyubomir Polyanov (Bulgaria)\n• @Shrithi Gelallu (USA)\n• Tanisha Sharma (India)
a9887a719f3ea013,@Nitya Pujara overdue from connecting last week! :taco: :taco:
ffbd1f2faa46dd20,@Valeria Brambilla :taco:
3d4f102332b150e3,@Jhon Benites @Eric Messmore @Juan Carlos Bazan Ochoa @Ben Arambide :taco: Gale Prod Deployment!
f9aef0f29f61f990,@Hadley Jordan @Morgan Miller - message me on Teams @Elena Williams - Message me on Teams @MariaJose Ballen @Valeria Brambilla @Dan Arom just because! :taco:
9dfee6205fd0b941,:mega: amplifying :intuit: client praise for @Jessica Cirlincuina and @Gabby Lopez and throwing in some tacos to boot :taco: :taco:
65a3eac955406bd4,@Rahul Tapadiya so glad you’re safe! :taco: :taco: :taco: :taco: :taco:
734683d0d1e64b2d,"A platter of tacos for the Illumina RFP team! I don't have enough :taco:!\n@Steve Bubb for working graphics magic  messy whiteboard pictures\n@Natalie Sheffield for adding late-in-the-game finesse while under deadline pressure\n@Ali Groepper @Raghav Jupally for your expertise and collaboration in building net-new content for a data & analytics bigger story\n@rebecca.weber for diving in and helping wherever asked\nAlso to Prakash for driving to the finish line, to Viral for his client insights, and to Florin for being willing to dig in and elevate the story. :extreme-teamwork:"
556adf24bb1bf687,since :sephora: just doubled their commitment on this testing support to full 12 months b/c of how :awesome: @Amberlyn Etienne is….all my tacos for the day :taco: :taco: :taco: :taco: :taco:
3302c074fd876b5f,@Shivani Gupta for your endless work on eyewear!! :eyes::taco::taco::taco::taco::taco:
7ff6dca800b49bd6,@TJ Kaplan :taco: :taco: help with validating
85f29f68df57d7c4,"It's skeleton crew this week :skeleton_srgrafo:\nBut still seeing my team get praise from clients!\n""Wow @Alex Krumins , this is AWESOME! I have been trying SO hard to figure this out!!!! THANK YOU!""\n@Liz King taking something new on :slightly_smiling_face:\n@Astha Saxena managing a lot of work she doesn't typically own like a champ!\n:taco:"
acd7c505603d76a0,Shout out to the HDS team for another great demo @Analeidi Barrera @Reese Kling @Angie @Tama Chakrabarty :taco:
59525b1b68d9c2d2,@Jhon Benites SAP Migration + Gale leadership - TY brotha! :taco: :taco: :taco:
a516bf24578fd1cc,":starsparkle: Speaking of bright spots in a day that needs bright spots.... @Candice Dominguez received the best compliment from PlayOn Sports :taco: ""My boss slacked me during that call to say how happy she is we brought you on board. This is exactly what we needed."""
aa2a29283ff3b940,@Joe Yack @Nicholas Pascarella let’s try this again! :taco:
cb105f342329a8bf,@Liz King for balancing 3 top priority experiments for the CRMA team on top of a backlog of IXP request post-HCAP freeze :sonic::muscle::taco::taco::taco:
cb4e060cda1c21af,# and :taco: @Josh Faaborg and @Alex Krumins for diving right into the Valley Bank GA4 vs Amplitude conversation this morning!
41091f8b60fae585,@Jefferson Williams :taco::taco: for an awesome presentation over an automated data quality monitoring solution and potentially selling that as a scalable solution! Thank you!
771c6295f27785ec,:birthday: _HAPPY BIRTHDAY_ :birthday:\n\nWishing you the best on your birthday and everything good in the year ahead!\n\n• Harish Gowda \n• @Slavyana Chonovska (Bulgaria)
d075a4f439e98cee,":thumbsupparrot:Shout out to the MuleSoft squad at Restaurant Technologies! We received outstanding client feedback today from our peers: *""Thanks again to the entire mulesoft team. You are all so easy to work with and dedicated to making this a success. The SF team truly appreciates everything you guys bring to the table.""*\n:taco:@Analeidi Barrera @Sabari Vatsavaya @Collin Stewart @Paul Dunphy"
4dd1f70b9b971b3d,"@Astha Saxena :taco: Way to lead the Assurant pre-sales, especially as it grows into a cross-sell :pig-exercise:"
fb57a2087cc4a5bb,@Annette Rackley @Crystal Corley @Daniel Warshaw @Jennifer Campbell @Laura Martin :taco: thank you for your awesome work!
462e978b6750d1b5,"@chelsea, @Georgi Ivanov :taco:"
f1935d59c51be2ae,<#C03DKUD6ZS8|kudos> to @Hui Ma for the 24-hr response time on major requests &amp; hot-fixes during tax season :taco::taco::taco::taco::taco:
5b3541e6ecccf034,@Astha Saxena - :taco::taco::taco::taco::taco: Crushing demos. Hats off to you :guardsman:
5545a1ec6db10846,:taco:@Desiree Ott @James Craig @Katie Jones Thank you all for your generosity! The Treehouse students will greatly appreciate the gift cards!!
217fa0e72412fb11,@Heather Schaefer @Basil Frye so many screens! :roller_coaster::taco: :taco:
10448f1e711fa99f,:partying_face: _Happy Concord Anniversary_ :partying_face:\n\nThank you for being such an amazing part of all that we do!\n\n• @Qiwen Hu (USA) - 5 years
68231247fdcbf093,"Thank you, @Tyler Siebels. I'd also like to express my appreciation to @Niki Reker for her support in helping me understand the SQL and work through the troubleshooting process. :taco:"
8def7b7cd277b4de,@Niki Reker amazing google skills :taco::taco::taco::taco::taco:
fef178a6fcc827a5,"Congratulations and BIG kudos to @Tama Chakrabarty @Sam Headlee @Brandi on the launch of the Intuit Decision App to GA!  Starting August 26, 2024, Intuit’s essential technology architecture decisions will be managed in the <https://decisions.intuit.com|Intuit Decision App>. This new app enables users to create decisions, gather feedback and request approval - all within one simple UI. The Decision App integrates seamlessly with Google Docs - making it easy to collaborate with peers and colleagues. :taco:"
4d0df764a4f40c63,@Reese Kling and @Zach Manning-Brose always comin in clutch with the music recs :taco:
85a9863ec0d3d408,"Shout out, and kudos :taco: from our USBank stakeholder to the whole USBank PTA team: ""I really appreciate all the work you all do, you all make my life a lot easier, and I know I can trust you all to get the work done without handholding and constantly checking on you all."" @Hal Robison Conrad, @Jack Poehlmann, @Joseph Nachinson, @Daniel Ramirez, @Sarah Powell"
d03d221d465ddb87,"Awesome event tracking and dashboard mini-demo from @David Goodell, @Astha Saxena, and @Jeff Zacher! :taco:"
7c63dc33b83552c9,@Dimelsa Proactivity to investigate issues :taco: :taco: :taco:
2476834765097843,@Alanna Davis Great Kroger JIRA review :taco::taco::taco::taco::taco:
b3fab6f315e2a3f1,Thanks YOU @Krissy Tripp for everything this week and always :taco:
61c7bcced4654cb1,"@Niki Reker if you’re that desperate for tacos, just ask! :taco: :taco: :taco:"
066089af9c4014ed,:taco::taco:@Karl Koob typing sustenance
bc1e2b8471dce171,@Ali Groepper :taco: and @Leah Slate :taco: for the insights on our relationship with Driven Brands!!
26bf2aa5891e1a12,Happiest of birthdays :partying_face:  @Krissy Tripp :taco:
8d827e2440ef8bd4,:taco: :taco: :taco: :taco: :taco: @Hadley Jordan sharepoint newsletter expert!
6f6b3f99f67b856e,@Jake Martens game design :taco: :taco: :taco: :taco: :taco:
9ceaa80493fa1cea,"@mada.subaiti @Jefferson Williams @Ruturaj Jadeja @Morgan Petersen @Luke Youtsey - Y'all did an amazing job keeping projects moving while Tori &amp; Alanna were OOO, and I appreciate the type of team work that goes into ensuring these two are able to come back to (fewer) fires. :taco:"
61fc93471e5898d0,@Chayse Barr (CB) :taco: :taco: :taco:  For being yourself... awesome!
04b3f7c0f0d40363,@Elena Williams - Message me on Teams exceptional onboarding email! :taco: :taco: :taco:
5a11a77736b41cf3,@Stanimir Nikolov just for being the great TL you are :taco: :taco: :taco: :taco: :taco:
d2ceb34fe36f104e,"Tacos for @Brian Davis and @Gressi Lopez for their work automating the WBR (Weekly Business Review) report for :intuit: CS! When we were introduced to this report it lived in a google sheet with I'll estimate somewhere between 20-40 people jumping in and making edits every week with very little process around it to manage changes (regularly adding new metrics) or enforce data governance (hint: accidental edits to calculations) and using only one live doc (no working vs final copy) - it was easy to understand why this report was a pain point for the Service Analytics team, especially since it has a lot of leadership visibility.\n\nEnter Brian and Gressi.\n\nBrian's organization around this report has been a lifesaver - keeping up with all the changes still going on in their google sheet report, pulling necessary updates into the Qlik dashboard and finding creative solves in Qlik for metrics with unique data source challenges :galaxy-brain:\n\nAnd Gressi jumped on this project and picked up data source details from Jess to create a unified data source and got a v1 of this Qlik dash built out EARLY even with limited experience with Qlik prior to this project :qlik-cowboy:\n\nWe used to hear about our stakeholder for this report working weekends trying to manage all the changes going on in this dash, but today we heard how much he's actually getting to enjoy his weekends and relax and he's really excited for our dashboard review this week. Thank you so much for your work to give this report a full makeover! :taco:"
dde7573302ff9848,@Shivani Gupta for great work on the VSP EDAM program! We'll miss having you on the team. Best wishes on your next project. :taco: :taco::taco::taco::taco:
1b9f534432620416,daily tacos to BBBS. @Kate Marxkors :taco::taco::taco::taco::taco:
36134c4367b95314,@Grant Golemo :writing_hand:\n:taco: I only have one taco left.:sweat_smile:
57d69c9af345eb60,:birthday: _HAPPY BIRTHDAY_ :birthday:\n\nWishing you the best on your birthday and everything good in the year ahead!\n\n• @Anil Kundha (USA)\n• Manjusha Magham (India)
0797961abdcee7f4,"@unknown_user :taco: :taco: :taco: :taco: :taco:  Appreciation tacos for your patience, reliability, dedication, and kindness! :thankyou: for everything!"
f06c56bbf92f3964,Kudos to the RT team today for a successful cutover to UAT for RT's ERP Migration project! :taco: @Analeidi Barrera @Collin Stewart @Sabari Vatsavaya @Paul Dunphy
0a51c61341eb13c6,@Maura Boyle :taco: :taco: :taco: just the best!
5c9dff51273610d1,"I’ve written before about our participation in the Google Enhanced Conversions program, the brands it exposes us to and the work it has generated for the Analytics Development team.  Most of our engagements there are straightforward, new implementations.  Sometimes, however, we are called in to debug troubled sites that client, Google, and other teams have not been able to resolve.  The Disney engagement  this past spring is an example of that, and it helped cast Concord as the people who can fix the weird stuff.\n\nA more recent example is Banco Itau, a Brazilian bank that had been struggling - along with Google - to understand why their EC data was not getting sent.  The debugging sessions were made more challenging by the language barrier, with the Google reps providing the English&lt;-&gt;Portuguese translations.  @John Hartert worked with the invovled parties, looking “outside the square” at possible problems, helping the team to a resolution.\n\nThe following message was shared by Banco Itau’s account rep with the Google team that coordinates our work with them.  When you read the word “Concord,” substitute “John Hartert”:\n\n_“Thank you for the connection with Concord - that was a big help for us indeed! We could collect evidence with them to understand the issue with Itau. Corrections are now in progress and we are properly implementing EC on Itaú!”_\n\nWay to go, John - although I am certain this will lead to getting referrals to even weirder problems to solve!  :taco: :taco: :taco: :taco: :taco:"
0dc05e415f33419c,@Leah Slate @Niki Reker @Josh Prock Thanks for jumping in so quickly to help troubleshoot some access issues! :taco:
4b26123515d497e2,@Vladimir Buyukliyski @Prashant Parmar @Vladimir Cheresharov :taco:
66d9a227e0ec39a3,Passing my :taco:'s to @Kate Marxkors @Ali Groepper & @Alex Gunnerson for the SOW prep & review + @Katie Jones for the partnership :raised_hands:
f85113467b6a679c,Client kickoff successfully wrapped!! :vail:\nThanks for all the pre-work to get us to this point :champagne:\n@Bethany Hartley @Jim Bradley @Astha Saxena @Brock Sauvage\n:taco:
042825fc0863df3d,Tacos for @Steph Schaller @Josh Prock @Liz King for proposing a new experiment design for the :quickbooks-qb-cowboy: DT team - our stakeholders were initially a bit resistant to the proposal because they didn't fully understand how the experiment would run so the team put together some really excellent documentation to explain how the experiment would work and the additional insights that can be gathered from this type of test and jumped on a call to talk through questions so the stakeholders could confirm their understanding of this proposal well enough to bring it to other teams - great work sharing our experimentation expertise with QB! :taco::test_tube:
e3f757c3a63ed555,:birthday: _HAPPY BIRTHDAY_ :birthday:\n\nWishing you the best on your birthday and everything good in the year ahead!\n\n• @Kate Marxkors (USA)
4c082716abd0f493,@chelsea @Eric Messmore @unknown_user @Luke Saville  great job on the :gymshark: workshops! :taco:
1ac351684d41edd2,@Kate Love @unknown_user :taco: :taco: :face_with_spiral_eyes::roller_coaster:
11e4c7b285804872,":pig-exercise: @Kate Marxkors @Felicia Henke @Chase Porter Way to win the Intuit Canada CBR expansion :muscle: :taco: This team is always a tough sell, and the work is one of our best case studies in activating Salesforce data and AI-level automation to improve customers' sales"
04c13364fcfe0d9a,":taco:  I need to give a shoutout to @Victor Valdes Diaz for taking the reins while I was out for the first half of the week and handling everything without a second thought\n\nIts not easy to be in the PL seat across 4 different projects... and that's before calling out that they're all for TurboTax... during tax season. Stepping up and keeping all of our stakeholders in line and informed with professionalism and poise is much easier said than done. I didn't have an ounce of anxiety opening my laptop to 150 messages because at the bottom of every thread was ""Sounds good, thank you!"". Thank you times :1000: for calling all the right shots and the morning message of ""everything's fine, nothing urgent you need to worry about"" :cheers:"
5cb2d0aa8f6d3d7b,@Vladimir Buyukliyski @Radoslav Hristov :taco: First team managed to company managed project — Success!!
4ff08999c50ba746,:starsparkle:Celebrating the Data Science &amp; AI Team :celebrationqq:  @John Carney @Samuel Pratt @Lauren Sherwood @Felicia Henke @Hui Ma @Doreen Nguyen @Josh Prock @Diya Saha @Morgan Petersen
6cab196e6faf7732,@Pia Bustamante appreciation for your effort so far!! :taco::taco::taco:
00603d33c98a9ebb,@Esteban Ponce thank you for your speedy assistance getting me all set-up on the VPN! :taco: :sonic:
3dbf3ab90b13b487,You received 1 taco   @Kelsey Thayer in <#C03DKUD6ZS8
dae479808543822c,:partying_face: _Happy Concord Anniversary_ :partying_face:\n\nThank you for being such an amazing part of all that we do!\n\n• @John Farley (USA) - 14 years\n• Pachava Naga Santosh (India) - 3 years\n• @Omar (Peru) - 3 years\n• @Kate Marxkors (USA) - 3 years
5563894f337fcb74,:partying_face: _Happy Concord Anniversary_ :partying_face:\n\nThank you for being such an amazing part of all that we do!\n\n• @Pavan Akshay Abhange (USA) - 3 years\n• @sergio.curay (Peru) - 3 years\n• Shrikrishna Pawar (India) - 2 years
18bbc5ce3974f38c,Right back at you @Melissa Sundberg and NC team @Krista Carlson-Shadden @unknown_user @Virginia @sergio.curay! :taco:
c4cc0c3e2ed5d419,Tacos for @Leah Slate for solving yet another weird Qlik problem :taco::taco::taco::taco::taco:
1b4fb9b22d1b8b99,@Harika Aitha Sally Digital Scope :taco: :taco: :taco:
73b86228f9f6906f,@Rayan Dhamuke :taco::taco::taco::taco::taco:  almost at the finish line
c4e7bbd2900eb12f,"Looks like we need to teach Concord Celebrations how to @ people :slightly_smiling_face:.   Love that we're able to see the anniversaries and b-days!\n\n@Raghav Jupally :taco: for you, sir!"
7517f59574739eff,"I think those of us who support Intuit can all agree that @John Carney deserves every available :taco: for helping us through the pain and shock of upgrading to Mac OS Sequoia 15.2 and finding that we can no longer connect to Intuit services. (John’s suggestion to update  BeyondIdentity did the trick, by the way. <#C086J1S875W|>)"
fa3aabd57438a0e5,@Heather Schaefer Sally Beauty on-site support :taco: :taco: :taco:
23fb38f59cefb2d0,tagging some of the fanbase @Laura Sutter @Astha Saxena @Chase Porter @Sean Miller @Krissy Tripp
3349b01fc7cf0218,:partying_face: _Happy Concord Anniversary_ :partying_face:\n\nThank you for being such an amazing part of all that we do!\n\n• @Pablo Atoche (Peru) - 4 years\n• @Iliyan Ivanov (Bulgaria) - 4 years\n• Karthik Vadhiraj (USA) - 2 years\n• Vishal Mirashi (India) - 1 year
8ef246d999d14d2d,@Sarah Mack :taco::taco::taco: Cedar Fair! :roller_coaster: :highfive:
f9b84acdf00db1a7,"Tacos for @Gressi Lopez for all his work on WBR these last couple weeks - Gressi originally joined this work stream as an IC to help build views in the qlik dashboard, but he's taken on a lot more responsibilities for this work stream as the scope has grown. He helped scope a whole list of new requests, created a tracker to plan out this work for the next few months and provide visibility into progress being made, helped onboard Qiwen to Intuit in general and the specifics for this project, and today led a kickoff call for all the Intuit analysts involved in this project to outline requirements for the dependencies we have on those teams. I'm so impressed not only with your work that helped win this extension but with how you've stepped up on this project to lead this additional work. Thank you! :taco: :highfive:"
76b4e5f47b783461,@Will Wienckowski @Nicholas Turnquist CF Support! :taco:
c8b36995f640c90d,@Joe Yack Overachiever! :taco: :taco: :taco: :taco: :taco:  :authconlove:
6273993b95050f4c,:taco: @Jonathan Henry @Yaron Benjamin @Dimelsa @Nicholas Turnquist @Marcio Romero teamwork. sorry i'm out of tacos -will taco the rest of :roller_coaster: tomorrow
de0097a165590507,@Ventsislav Georgiev @dobromir.kralev Jokes on jokes on jokes! :heart: :taco: :taco:
daf27de9299aedc6,@Ceyhun Ozbel @Michael Robbins @Zach Manning-Brose @Tim Jacobs @Brandi Amazing work on the delivery of the Patterson Design System team. A pleasure working with all of you!(I'll get tacos to the rest of the crew tomorrow) :taco:
5e93a1e66e025174,:jolteon: I don't know if I've ever seen a faster SOW  start to finish. \n• 1:50pm @Kate Marxkors gets out of a client call where she successfully negotiates  a $50k SOW to a $300k SOW\n• 2:38pm @Chase Porter has the SOW drafted for review\n• 3:22pm @Susan Fields has the SOW reviewed &amp; ready to go \n• 4:52pm This project is resourced and ready to go in Intuit's inbox \n:eeveexpika_highfive: This is a testament to the project team led by @Anji Moorthy that Intuit was happy to extend this project with their remaining Q4 budgets! @Kate Marxkors @Lauren Sherwood @Felicia Henke @Morgan Petersen @Samuel Pratt @Candice Dominguez @Shrithi Gelallu @Meti Mamo
adec3297042ee00c,"Minimally, this is a huge win for @Victoria Stephen @Alanna Davis @Brian Johnson & @Luke Youtsey :taco: There's a small army helping in the background, and I want to reiterate that Victor's sign-off has been what was keeping Julia up at night, so getting across this finish line is AMAZING to kick-off tax season :turbotax:"
171ad226d7d7fef7,@Joe Allman @unknown_user keeping you with Nikon!!! :taco: :taco:
53773e1e4d6bb4b2,@Alberto B @Luis Sardon @Nicholas Pascarella @Lisa Putney-Smith :taco: for all of their knowledge and support on Genetec! Thank you fellas for the release review and discussion!
48b99ac35c9fc527,"I Just got back  a relaxing PTO. PTO is only as good as the support team behind you - I don't have the tacos to give these all out today so I'll start with these wonderful folks keeping the train rolling and delivering awesome for KO storage, IEG &amp; David Yurman.\n@Ali Groepper @Kyle Kidder @Leah Slate @Jessica Cirlincuina @Trenton Rogers, Thank you all for the support!"
df9cc850c8609804,"@McKenzi Gooch did a phenomenal job this month supporting Liebert reporting! Not only did she put together a beautiful report…she was able to help us better understand anomalous data within GA4 data. Her presentation of this info was clear and concise which allowed us to better present the information to our Client. Thank you McKenzi!. @John Hartert was also instrumental in helping us to better understand what we were observing, breaking down the issue in to a coherent format. Thank you John! :taco::taco:"
8b454ac622561cba,@Dana Sellergren 5 years :clapping_all: :celebrationqq: :taco: :taco: :taco: :taco: :taco:
5792e116835e7723,Kudos and thank you to @Krissy Tripp @Chase Porter for hosting another successful annual Intuit strategy day! \n\nAppreciate all the Intuit delivery leaders for your active participation and great knowledge-sharing! @Leah Slate @Tyler Siebels @Ali Groepper @Brian Johnson @Luke Youtsey @Scott Sanders @Josh Lehne @Kate Marxkors @John Carney @Anji Moorthy @Josh Prock @Brian Davis @Meti Mamo
959d4c5b04c0433b,@Liam Huffman @Josh Lehne @Victoria Stephen @Krissy Tripp @Astha Saxena :taco: for all the awesome work so far on the :intuit: Marketing Analytics Assessment Playbook
b31790d42c9f2d85,@Ethan Brinkman :taco:
3321d837c5ff8618,:partying_face: _Happy Concord Anniversary_ :partying_face:\n\nThank you for being such an amazing part of all that we do!\n\n• @Dan Arom (USA) - 18 years\n• @Raghav Jupally (USA) - 7 years
ec96156e49a73a0f,@Kyle Anderson @Silas Rhyneer @Ben Christiansen hanging from a bar :taco:
